asin,title,brand,price,mrp,discount_percent,rating,num_ratings,num_reviews,star_5,star_4,star_3,star_2,star_1,availability,sold_by,fulfilled_by,merchant_info,coupon,deal_badge,weight,flavour,servings,protein_per_serving,item_form,age_range,diet_type,allergen_info,country_of_origin,manufacturer,date_first_available,best_seller_rank,category_breadcrumb,delivery_info,qa_count,about_item,main_image_url,all_specs_json,url,scraped_at
B07T2KH4CP,"Nutrabay Pure 100% Authentic & Clean Whey Protein Isolate 26.5g Protein, 6.2g BCAA per Serving, NABL Lab Tested – Muscle Growth & Recovery – 1kg, Unflavoured",Visit the Nutrabay Store,"₹3,099.00","₹4,800.00",,4.1 out of 5 stars,"(1,320)",,,,,,,,,,,,,1 Kilograms,Unflavoured,,26.5 Grams,,Adult,Vegetarian,,,"Abyss Pharma Pvt. Ltd. B121, Second Floor, Mayapuri Phase 1, New Delhi, 110064, India FSSAI Lic No.: 13316007000449, Fermentis Life Sciences Pvt. Ltd.",,"#46,524 in Health & Personal Care ( See Top 100 in Health & Personal Care ) #439 in Whey Proteins",Health & Personal Care > Diet & Nutrition > Sports Supplements > Protein Supplements > Whey Proteins,,,"NUTRABAY Pure Whey Protein Isolate is 100% Imported Whey Protein Isolate supplement powder and delivers 26.5g of Protein & 6.2g BCAA per serving | Nutrabay Pure & Raw Whey Protein Isolate is unflavoured in nature, which gives you the freedom to add the flavor of your choice. No Amino Spiking, No Artificial Colour, No fillers, No Added Sugar, Gluten Free and No Banned Substances | Builds Muscle Mass : Nutrabay Pure & Raw Whey Protein Isolate is rich source of protein which helps to Build Lean muscle, Enhances recovery, Supports Healthy Metabolism, Boosts Immunity and Reduces Muscle loss | Clean Whey Protein : Nutrabay Protein is extracted through Cross Filtration method which is natural method to extract the Whey Proteins and has gone through extremely minimal processing to ensure the Protein nutrients are preserved in their original form | Keto Diet Friendly - If you are on a Low Carb Diet or Keto Diet, Nutrabay Whey Proteins are for you. It has very low carbs which makes it ideal for all low carb diets and can be used with any recipe to make a High Protein Shake",https://m.media-amazon.com/images/I/41xbX7bUoiL._SY300_SX300_QL70_ML2_.jpg,"{""Flavor"": ""Unflavoured"", ""Diet Type"": ""Vegetarian"", ""Product Benefits"": ""Muscle Growth"", ""Protein Source"": ""Whey"", ""Protein"": ""26.5 Grams"", ""Vitamins And Minerals"": ""74.7 Milligrams"", ""Total Servings Per Container"": ""33"", ""Item Weight"": ""1 Kilograms"", ""Unit Count"": ""1000.0 Grams"", ""Number of Items"": ""1"", ""Item Dimensions"": ""33 x 23 x 6 Centimeters"", ""Brand"": ""Nutrabay"", ""Package Type Name"": ""Pouch"", ""Age Range Description"": ""Adult"", ""Model Name"": ""Pure Whey Protein Isolate"", ""Manufacturer Part Number"": ""NB-NUT-1011-01"", ""Model number"": ""NB-NUT-1011-01"", ""Item Nype Name"": ""Nutrabay Whey Protein Isolate"", ""Manufacturer"": ""Abyss Pharma Pvt. Ltd. B121, Second Floor, Mayapuri Phase 1, New Delhi, 110064, India FSSAI Lic No.: 13316007000449, Fermentis Life Sciences Pvt. Ltd."", ""Manufacturer Contact Information"": ""Abyss Pharma Pvt. Ltd. B121, Second Floor, Mayapuri Phase 1, New Delhi, 110064, India FSSAI Lic No.: 13316007000449"", ""Importer Contact Information"": ""Abyss Pharma Pvt. Ltd. B121, Second Floor, Mayapuri Phase 1, New Delhi, 110064, India FSSAI Lic No.: 13316007000449"", ""Included Components"": ""1 N Nutrabay Whey Protein Isolate"", ""Packer Contact Information"": ""Abyss Pharma Pvt. Ltd. B121, Second Floor, Mayapuri Phase 1, New Delhi, 110064, India FSSAI Lic No.: 13316007000449"", ""Best Sellers Rank"": ""#46,524 in Health & Personal Care ( See Top 100 in Health & Personal Care ) #439 in Whey Proteins"", ""ASIN"": ""B07T2KH4CP"", ""Customer Reviews"": ""4.1 4.1 out of 5 stars (1,320)"", ""Product Dimensions\n                                            ‏"": ""‎ 33 x 23 x 6 cm; 1 kg"", ""Date First Available\n                                            ‏"": ""‎ 14 June 2019"", ""Manufacturer\n                                            ‏"": ""‎ Abyss Pharma Pvt. Ltd. B121, Second Floor, Mayapuri Phase 1, New Delhi, 110064, India FSSAI Lic No.: 13316007000449, Fermentis Life Sciences Pvt. Ltd."", ""ASIN\n                                            ‏"": ""‎ B07T2KH4CP"", ""Item model number\n                                            ‏"": ""‎ NB-NUT-1011-01"", ""Packer\n                                            ‏"": ""‎ Abyss Pharma Pvt. Ltd. B121, Second Floor, Mayapuri Phase 1, New Delhi, 110064, India FSSAI Lic No.: 13316007000449"", ""Importer\n                                            ‏"": ""‎ Abyss Pharma Pvt. Ltd. B121, Second Floor, Mayapuri Phase 1, New Delhi, 110064, India FSSAI Lic No.: 13316007000449"", ""Item Weight\n                                            ‏"": ""‎ 1 kg"", ""Item Dimensions LxWxH\n                                            ‏"": ""‎ 33 x 23 x 6 Centimeters"", ""Net Quantity\n                                            ‏"": ""‎ 1000.0 Grams"", ""Included Components\n                                            ‏"": ""‎ 1 N Nutrabay Whey Protein Isolate"", ""Generic Name\n                                            ‏"": ""‎ Nutrabay Whey Protein Isolate""}",https://www.amazon.in/Nutrabay-Whey-Protein-Isolate-Unflavoured/dp/B07T2KH4CP,2026-06-19T16:39:07.178796
B097RPQM19,"Nutrabay Gold Whey Protein Concentrate with Digestive Enzymes 25g Protein, 5.3g BCAA, 3.9g Glutamic Acid – Muscle Support & Recovery – 1kg, Rich Chocolate Crème | Trustified Certified Authentic",Visit the Nutrabay Store,"₹3,429.00",₹342.90,-12%,4.2 out of 5 stars,(666),,,,,,,In stock,RK World Infocom Pvt Ltd,Ships from,,,,1 Kilograms,Rich Chocolate Crème,,25.2 Grams,,Adult,Gluten Free,"Milk, Soy may contain",India,"Fermentis Life Sciences Pvt. Ltd., Fermentis Life Sciences Pvt. Ltd. Plot No.41, Sector-8, IMT Manesar Gurugram, 122051 Haryana, India",,"#3,720 in Health & Personal Care ( See Top 100 in Health & Personal Care ) #72 in Whey Proteins",Health & Personal Care > Diet & Nutrition > Sports Supplements > Protein Supplements > Whey Proteins,"FREE deliverySunday, 21 June",,"NUTRABAY GOLD 100% Whey Protein Concentrate is made from Imported Whey, which delivers 25g Protein per serve. Best option for Gym Goers, Athletes and Sports Enthusiasts who do intense training | No Amino Spiking, No Artificial Colour, No fillers, No Added Sugar, Gluten Free and No Banned Substances. Nutrabay Whey Protein Concentrate is available in 4 delicious flavours - Rich Chocolate Crème, Café Mocha, Strawberry Milkshake & Vanilla Ice Cream | Builds Muscle Mass : Nutrabay Whey Protein Concentrate is rich source of protein which helps to Build Lean muscle, Enhances recovery, Supports Healthy Metabolism, Boosts Immunity and Reduces Muscle loss | Clean Whey Protein : Nutrabay Protein is extracted through Cross Filtration method which is natural method to extract the Whey Proteins and has gone through extremely minimal processing to ensure the Protein nutrients are preserved in their original form | Keto Diet Friendly - If you are on a Low Carb Diet or Keto Diet, Nutrabay Whey Proteins are for you. It has very low carbs which makes it ideal for all low carb diets and can be used with any recipe to make a High Protein Shake",https://m.media-amazon.com/images/I/41r52pFLOqL._SY300_SX300_QL70_ML2_.jpg,"{""Flavor"": ""Rich Chocolate Crème"", ""Diet Type"": ""Gluten Free"", ""Product Benefits"": ""Muscle Growth"", ""Protein Source"": ""Whey"", ""Protein"": ""25.2 Grams"", ""Supplement Formulation"": ""Individual Supplement"", ""Allergen Information"": ""Milk, Soy may contain"", ""Total Servings Per Container"": ""28"", ""Item Weight"": ""1 Kilograms"", ""Unit Count"": ""1000.0 Grams"", ""Number of Items"": ""1"", ""Item Dimensions"": ""27.5 x 18 x 18 Centimeters"", ""Brand"": ""Nutrabay"", ""Package Type Name"": ""Jar"", ""Age Range Description"": ""Adult"", ""Model Name"": ""Nutrabay Gold 100% Whey Protein Concentrate with Digestive Enzymes - 25g Protein, 5.3g BCAA, 3.9g Glutamic Acid"", ""Manufacturer Part Number"": ""NB-NUT-1061-05"", ""Model number"": ""NB-NUT-1061-05"", ""Item Nype Name"": ""Whey Protein Concentrate"", ""Manufacturer"": ""Fermentis Life Sciences Pvt. Ltd., Fermentis Life Sciences Pvt. Ltd. Plot No.41, Sector-8, IMT Manesar Gurugram, 122051 Haryana, India"", ""Country of Origin"": ""India"", ""Manufacturer Contact Information"": ""Fermentis Life Sciences Pvt. Ltd. Plot No.41, Sector-8, IMT Manesar Gurugram, 122051 Haryana, India"", ""Included Components"": ""NUTRABAY"", ""Packer Contact Information"": ""Fermentis Life Sciences Pvt. Ltd. Plot No.41, Sector-8, IMT Manesar Gurugram, 122051 Haryana, India"", ""Best Sellers Rank"": ""#3,720 in Health & Personal Care ( See Top 100 in Health & Personal Care ) #72 in Whey Proteins"", ""ASIN"": ""B097RPQM19"", ""Customer Reviews"": ""4.2 4.2 out of 5 stars (666)"", ""Product Dimensions\n                                            ‏"": ""‎ 27.5 x 18 x 18 cm; 1 kg"", ""Date First Available\n                                            ‏"": ""‎ 23 June 2021"", ""Manufacturer\n                                            ‏"": ""‎ Fermentis Life Sciences Pvt. Ltd., Fermentis Life Sciences Pvt. Ltd. Plot No.41, Sector-8, IMT Manesar Gurugram, 122051 Haryana, India"", ""ASIN\n                                            ‏"": ""‎ B097RPQM19"", ""Item model number\n                                            ‏"": ""‎ NB-NUT-1061-05"", ""Country of Origin\n                                            ‏"": ""‎ India"", ""Packer\n                                            ‏"": ""‎ Fermentis Life Sciences Pvt. Ltd. Plot No.41, Sector-8, IMT Manesar Gurugram, 122051 Haryana, India"", ""Item Weight\n                                            ‏"": ""‎ 1 kg"", ""Item Dimensions LxWxH\n                                            ‏"": ""‎ 27.5 x 18 x 18 Centimeters"", ""Net Quantity\n                                            ‏"": ""‎ 1000.0 Grams"", ""Included Components\n                                            ‏"": ""‎ NUTRABAY"", ""Generic Name\n                                            ‏"": ""‎ Whey Protein Concentrate""}",https://www.amazon.in/Nutrabay-Gold-100-Protein-Concentrate/dp/B097RPQM19,2026-06-19T16:39:12.276359
B09BD14TNJ,"Nutrabay Pure Pea Protein Isolate - 25.3g Protein, 5g BCAA, Designed for Meal Supplementation, Easy to Digest Plant Protein for Muscle Growth & Recovery - 1 Kg Unflavoured, 30 Servings",Visit the Nutrabay Store,₹949.00,₹94.90,-35%,3.8 out of 5 stars,(814),,,,,,,In stock,RK World Infocom Pvt Ltd,Ships from,,,,1 Kilograms,Unflavoured,,,,Adult,Plant Based,,India,"Fermentis Life Sciences Pvt. Ltd., Fermentis Life Sciences Pvt. Ltd. Plot No.41, Sector-8, IMT Manesar Gurugram, 122051 Haryana, India",,"#1,066 in Health & Personal Care ( See Top 100 in Health & Personal Care ) #8 in Pea Proteins",Health & Personal Care > Diet & Nutrition > Sports Supplements > Protein Supplements > Plant Proteins > Pea Proteins,"FREE deliverySunday, 21 June",,"Nutrabay Pure Pea Protein is 100% Vegetarian Plant based Protein from vegetable (Peas) with complete amino acid profile. One of the best non-dairy, Gluten Free, Soy Free, Lactose free source of protein",https://m.media-amazon.com/images/I/41DxFwah3yL._SY300_SX300_QL70_ML2_.jpg,"{""Flavor"": ""Unflavoured"", ""Diet Type"": ""Plant Based"", ""Product Benefits"": ""Muscle Growth"", ""Protein Source"": ""Pea"", ""Brand"": ""Nutrabay"", ""Package Type Name"": ""Jar"", ""Age Range Description"": ""Adult"", ""Model Name"": ""NB-NUT-1048-01"", ""Manufacturer Part Number"": ""8906045141499"", ""Model number"": ""8906045141499"", ""Item Nype Name"": ""Pea Protein"", ""Manufacturer"": ""Fermentis Life Sciences Pvt. Ltd., Fermentis Life Sciences Pvt. Ltd. Plot No.41, Sector-8, IMT Manesar Gurugram, 122051 Haryana, India"", ""Country of Origin"": ""India"", ""Manufacturer Contact Information"": ""Fermentis Life Sciences Pvt. Ltd. Plot No.41, Sector-8, IMT Manesar Gurugram, 122051 Haryana, India"", ""Included Components"": ""NUTRABAY"", ""Packer Contact Information"": ""Fermentis Life Sciences Pvt. Ltd. Plot No.41, Sector-8, IMT Manesar Gurugram, 122051 Haryana, India"", ""Best Sellers Rank"": ""#1,066 in Health & Personal Care ( See Top 100 in Health & Personal Care ) #8 in Pea Proteins"", ""ASIN"": ""B09BD14TNJ"", ""Customer Reviews"": ""3.8 3.8 out of 5 stars (814)"", ""Total Servings Per Container"": ""30"", ""Item Weight"": ""1 Kilograms"", ""Unit Count"": ""1000.0 Grams"", ""Number of Items"": ""1"", ""Item Dimensions"": ""27.5 x 18 x 18 Centimeters"", ""Product Dimensions\n                                            ‏"": ""‎ 27.5 x 18 x 18 cm; 1 kg"", ""Date First Available\n                                            ‏"": ""‎ 28 July 2021"", ""Manufacturer\n                                            ‏"": ""‎ Fermentis Life Sciences Pvt. Ltd., Fermentis Life Sciences Pvt. Ltd. Plot No.41, Sector-8, IMT Manesar Gurugram, 122051 Haryana, India"", ""ASIN\n                                            ‏"": ""‎ B09BD14TNJ"", ""Item model number\n                                            ‏"": ""‎ 8906045141499"", ""Country of Origin\n                                            ‏"": ""‎ India"", ""Packer\n                                            ‏"": ""‎ Fermentis Life Sciences Pvt. Ltd. Plot No.41, Sector-8, IMT Manesar Gurugram, 122051 Haryana, India"", ""Item Weight\n                                            ‏"": ""‎ 1 kg"", ""Item Dimensions LxWxH\n                                            ‏"": ""‎ 27.5 x 18 x 18 Centimeters"", ""Net Quantity\n                                            ‏"": ""‎ 1000.0 Grams"", ""Included Components\n                                            ‏"": ""‎ NUTRABAY"", ""Generic Name\n                                            ‏"": ""‎ Pea Protein""}",https://www.amazon.in/Nutrabay-Pure-Pea-Protein-Isolate/dp/B09BD14TNJ,2026-06-19T16:39:17.363398
B0999N37SL,"Nutrabay Gold Whey Protein Concentrate with Digestive Enzymes 25g Protein, 5.3g BCAA, 3.9g Glutamic Acid – Muscle Support & Recovery – 2kg, Strawberry Milkshake | Trustified Certified Authentic",Visit the Nutrabay Store,"₹6,499.00",₹324.95,-17%,3.9 out of 5 stars,(24),,,,,,,In stock,RK World Infocom Pvt Ltd,Ships from,,,,2 Kilograms,Strawberry Milkshake,,,,,,,India,"Fermentis Life Sciences Pvt. Ltd., Fermentis Life Sciences Pvt. Ltd. Plot No.41, Sector-8, IMT Manesar Gurugram, 122051 Haryana, India",,"#3,720 in Health & Personal Care ( See Top 100 in Health & Personal Care ) #72 in Whey Proteins",Health & Personal Care > Diet & Nutrition > Sports Supplements > Protein Supplements > Whey Proteins,"FREE deliverySunday, 21 June",,"NUTRABAY GOLD 100% Whey Protein Concentrate is made from Imported Whey, which delivers 25g Protein per serve. Best option for Gym Goers, Athletes and Sports Enthusiasts who do intense training | No Amino Spiking, No Artificial Colour, No fillers, No Added Sugar, Gluten Free and No Banned Substances. Nutrabay Whey Protein Concentrate is available in 4 delicious flavours - Rich Chocolate Crème, Café Mocha, Strawberry Milkshake & Vanilla Ice Cream | Builds Muscle Mass : Nutrabay Whey Protein Concentrate is rich source of protein which helps to Build Lean muscle, Enhances recovery, Supports Healthy Metabolism, Boosts Immunity and Reduces Muscle loss | Clean Whey Protein : Nutrabay Protein is extracted through Cross Filtration method which is natural method to extract the Whey Proteins and has gone through extremely minimal processing to ensure the Protein nutrients are preserved in their original form | Keto Diet Friendly - If you are on a Low Carb Diet or Keto Diet, Nutrabay Whey Proteins are for you. It has very low carbs which makes it ideal for all low carb diets and can be used with any recipe to make a High Protein Shake",https://m.media-amazon.com/images/I/41jFcIzkZpL._SY300_SX300_QL70_ML2_.jpg,"{""Flavor"": ""Strawberry Milkshake"", ""Brand"": ""Nutrabay"", ""Model Name"": ""Nutrabay Gold 100% Whey Protein Concentrate with Digestive Enzymes - 25g Protein, 5.3g BCAA, 3.9g Glutamic Acid"", ""Manufacturer Part Number"": ""NB-NUT-1061-12"", ""Model number"": ""NB-NUT-1061-12"", ""Item Nype Name"": ""Whey Protein Concentrate"", ""Manufacturer"": ""Fermentis Life Sciences Pvt. Ltd., Fermentis Life Sciences Pvt. Ltd. Plot No.41, Sector-8, IMT Manesar Gurugram, 122051 Haryana, India"", ""Country of Origin"": ""India"", ""Manufacturer Contact Information"": ""Fermentis Life Sciences Pvt. Ltd. Plot No.41, Sector-8, IMT Manesar Gurugram, 122051 Haryana, India"", ""Packer Contact Information"": ""Fermentis Life Sciences Pvt. Ltd. Plot No.41, Sector-8, IMT Manesar Gurugram, 122051 Haryana, India"", ""Best Sellers Rank"": ""#3,720 in Health & Personal Care ( See Top 100 in Health & Personal Care ) #72 in Whey Proteins"", ""ASIN"": ""B0999N37SL"", ""Customer Reviews"": ""3.9 3.9 out of 5 stars (24)"", ""Total Servings Per Container"": ""14"", ""Item Weight"": ""2 Kilograms"", ""Unit Count"": ""2000.0 Grams"", ""Number of Items"": ""1"", ""Item Dimensions"": ""30 x 22 x 22 Centimeters"", ""Product Dimensions\n                                            ‏"": ""‎ 30 x 22 x 22 cm; 2 kg"", ""Date First Available\n                                            ‏"": ""‎ 13 July 2021"", ""Manufacturer\n                                            ‏"": ""‎ Fermentis Life Sciences Pvt. Ltd., Fermentis Life Sciences Pvt. Ltd. Plot No.41, Sector-8, IMT Manesar Gurugram, 122051 Haryana, India"", ""ASIN\n                                            ‏"": ""‎ B0999N37SL"", ""Item model number\n                                            ‏"": ""‎ NB-NUT-1061-12"", ""Country of Origin\n                                            ‏"": ""‎ India"", ""Packer\n                                            ‏"": ""‎ Fermentis Life Sciences Pvt. Ltd. Plot No.41, Sector-8, IMT Manesar Gurugram, 122051 Haryana, India"", ""Item Weight\n                                            ‏"": ""‎ 2 kg"", ""Item Dimensions LxWxH\n                                            ‏"": ""‎ 30 x 22 x 22 Centimeters"", ""Net Quantity\n                                            ‏"": ""‎ 2000.0 Grams"", ""Generic Name\n                                            ‏"": ""‎ Whey Protein Concentrate""}",https://www.amazon.in/Nutrabay-Protein-Concentrate-Digestive-Enzymes/dp/B0999N37SL,2026-06-19T16:39:21.914761
B0G44ZRYRX,"NUTRABAY Gold 100% Pea Protein Powder - 1kg, Rich Chocolate Crème | 25g Protein, 4.6g BCAA, 5g Fiber | Complete Amino Profile | Tastiest & Smoothest Vegan, Plant Protein | Muscle Gain & Fast Recovery",Visit the Nutrabay Store,"₹1,499.00",₹149.90,-9%,4.2 out of 5 stars,(147),,,,,,,In stock,RK World Infocom Pvt Ltd,Ships from,,,,1 Kilograms,Rich Chocolate Creme,,,,Adult,,,India,"Swasthum Wellness Pvt. Ltd., Swasthum Wellness Pvt. Ltd. 43-A, Naresh Park, Nangloi, New Delhi 110041, India. Lic No. 10017011004609",,#521 in Health & Personal Care ( See Top 100 in Health & Personal Care ) #3 in Pea Proteins,Health & Personal Care > Diet & Nutrition > Sports Supplements > Protein Supplements > Plant Proteins > Pea Proteins,"FREE deliverySunday, 21 June",,"NUTRABAY Gold Pea Protein: This flavoured plant protein powder is made from high-quality hydrolyzed pea protein and enriched with soluble dietary fiber to ensure you get the best of taste, digestion, and nutrient absorption for muscle growth. It provides 25g of protein, 4.6g of BCAA, 9.79g of EAA, and 5g of soluble dietary fiber in each scoop. | Delicious Flavours & Taste: This flavoured pea protein powder is available in three delicious flavours flavours of Rich Chocolate Crème, French Vanilla, and Cold Coffee. The best part is that it has no artificial flavours and no added sugar. Just nature-identical flavours with zero-calorie sweetener that delivers you a rich and smooth taste that feels like indulgence done right. Making it a perfect plant-based plant-based protein powder to meet your daily protein requirements. | Muscle Recovery & Smooth Digestion: The 25g protein in each scoop gives you complete amino acids your muscles need for quick recovery after an intense workout. This flavoured protein supplement is enriched with soluble dietary fiber and is free from soy and lactose that ensures maximum protein absorption and smooth digestion. | Healthy & Clean: This plant-based protein powder is tested for purity and contains no heavy metals or banned substances. It has no artificial flavours or additives and can be consumed by anyone looking to meet their requirements with easy digestion and great taste. You can make mix this flavoured pea protein powder to any beverage of your choice to enjoy a tasty and nutritious drink.",https://m.media-amazon.com/images/I/413xvvuJtZL._SY300_SX300_QL70_ML2_.jpg,"{""Flavor"": ""Rich Chocolate Creme"", ""Product Benefits"": ""Muscle Growth"", ""Brand"": ""Nutrabay"", ""Age Range Description"": ""Adult"", ""Model Name"": ""NB-NUT-1102-02"", ""Manufacturer Part Number"": ""NB-NUT-1102-02"", ""Model number"": ""NB-NUT-1102-02"", ""Item Nype Name"": ""Pea Protein"", ""Manufacturer"": ""Swasthum Wellness Pvt. Ltd., Swasthum Wellness Pvt. Ltd. 43-A, Naresh Park, Nangloi, New Delhi 110041, India. Lic No. 10017011004609"", ""Country of Origin"": ""India"", ""Manufacturer Contact Information"": ""Swasthum Wellness Pvt. Ltd. 43-A, Naresh Park, Nangloi, New Delhi 110041, India. Lic No. 10017011004609"", ""Packer Contact Information"": ""Swasthum Wellness Pvt. Ltd. 43-A, Naresh Park, Nangloi, New Delhi 110041, India. Lic No. 10017011004609"", ""Best Sellers Rank"": ""#521 in Health & Personal Care ( See Top 100 in Health & Personal Care ) #3 in Pea Proteins"", ""ASIN"": ""B0G44ZRYRX"", ""Customer Reviews"": ""4.2 4.2 out of 5 stars (147)"", ""Total Servings Per Container"": ""30"", ""Item Weight"": ""1 Kilograms"", ""Unit Count"": ""1000.0 Grams"", ""Number of Items"": ""1"", ""Item Dimensions"": ""27.5 x 18 x 18 Centimeters"", ""Recommended Uses For Product"": ""Post-Workout"", ""Material Type Free"": ""No Artificial Flavors"", ""Product Dimensions\n                                            ‏"": ""‎ 27.5 x 18 x 18 cm; 1 kg"", ""Date First Available\n                                            ‏"": ""‎ 26 November 2025"", ""Manufacturer\n                                            ‏"": ""‎ Swasthum Wellness Pvt. Ltd., Swasthum Wellness Pvt. Ltd. 43-A, Naresh Park, Nangloi, New Delhi 110041, India. Lic No. 10017011004609"", ""ASIN\n                                            ‏"": ""‎ B0G44ZRYRX"", ""Item model number\n                                            ‏"": ""‎ NB-NUT-1102-02"", ""Country of Origin\n                                            ‏"": ""‎ India"", ""Packer\n                                            ‏"": ""‎ Swasthum Wellness Pvt. Ltd. 43-A, Naresh Park, Nangloi, New Delhi 110041, India. Lic No. 10017011004609"", ""Item Weight\n                                            ‏"": ""‎ 1 kg"", ""Item Dimensions LxWxH\n                                            ‏"": ""‎ 27.5 x 18 x 18 Centimeters"", ""Net Quantity\n                                            ‏"": ""‎ 1000.0 Grams"", ""Generic Name\n                                            ‏"": ""‎ Pea Protein""}",https://www.amazon.in/NUTRABAY-Gold-100-Protein-Powder/dp/B0G44ZRYRX,2026-06-19T16:39:26.729009
B0FPWZ7LLB,"Nutrabay Gold Whey Protein Concentrate with Digestive Enzymes – 1kg, Rich Chocolate Crème With Pure Micronised Creatine Monohydrate Powder – 150g, Unflavoured",Visit the Nutrabay Store,"₹3,429.00",,,Previous set of slides,,,,,,,,,,,,,,,,,,,,,,,,,,Health & Personal Care > Diet & Nutrition > Sports Supplements > Protein Supplements > Whey Proteins,,,"NUTRABAY GOLD 100% Whey Protein Concentrate is made from Imported Whey, which delivers 25g Protein per serve. Best option for Gym Goers, Athletes and Sports Enthusiasts who do intense training | No Amino Spiking, No Artificial Colour, No fillers, No Added Sugar, Gluten Free and No Banned Substances. Nutrabay Whey Protein Concentrate is available in 4 delicious flavours - Rich Chocolate Crème, Café Mocha, Strawberry Milkshake & Vanilla Ice Cream | Builds Muscle Mass : Nutrabay Whey Protein Concentrate is rich source of protein which helps to Build Lean muscle, Enhances recovery, Supports Healthy Metabolism, Boosts Immunity and Reduces Muscle loss | Clean Whey Protein : Nutrabay Protein is extracted through Cross Filtration method which is natural method to extract the Whey Proteins and has gone through extremely minimal processing to ensure the Protein nutrients are preserved in their original form | Nutrabay Pure Creatine Monohydrate contains 3g of fast absorbing micronized creatine in each serving for rapid absorption rate with faster results in building strength and endurance | Nutrabay Creatine is 100% Pure Creatine, Vegan Friendly with No Artificial Colour, No fillers, No Added Sugar and No Banned Substances. Gluten Free, Dairy Free, Steroid Free, Tested for purity.",https://m.media-amazon.com/images/I/31YYQ-LvGJL._SY300_SX300_QL70_ML2_.jpg,"{""Unit Count"": ""1150.0 Grams"", ""Brand"": ""Nutrabay"", ""ASIN"": ""B0FPWZ7LLB"", ""Date First Available\n                                            ‏"": ""‎ 30 January 2025"", ""ASIN\n                                            ‏"": ""‎ B0FPWZ7LLB"", ""Net Quantity\n                                            ‏"": ""‎ 1150.0 Grams""}",https://www.amazon.in/Nutrabay-Protein-Concentrate-Digestive-Enzymes/dp/B0FPWZ7LLB,2026-06-19T16:39:30.636715
B08S7VWL5C,Nutrabay Gold Series 100% Whey Protein Isolate Strawberry Milkshake 1kg & Nutrabay Gold Series Spark Pre-Workout Green Apple 300g,Brand: Nutrabay,,,,5.0 out of 5 stars,,,,,,,,,,,,,,1 Kilograms,,,,,Adult,,,,,,,Health & Personal Care > Diet & Nutrition > Sports Supplements > Protein Supplements > Whey Proteins,,,"Product 1: FASTER RECOVERY: 58g BCAA and 43g Glutamic acid ensure faster muscle recovery and growth after an intense workout | Product 2: ENERGY & FOCUS: Caffeine and Taurine helps stimulate brain for better focus, alertness and energy during training | Product 2: GREATER STRENGTH: Creatine promotes muscle gain and muscle mass by increasing strength Taurine also helps to increase muscle strength and fullness | Product 2: PROMOTE MUSCLE PUMP: L-Arginine and Citrulline Malate gives maximum pump and improves blood flow to your muscles",https://m.media-amazon.com/images/I/31+ANEJ3V1L._SY300_SX300_QL70_ML2_.jpg,"{""Item Weight"": ""1 Kilograms"", ""Number of Items"": ""2"", ""Brand"": ""Nutrabay"", ""Package Type Name"": ""Bottle"", ""Age Range Description"": ""Adult"", ""Model Name"": ""av2023-Nutrabay-nutrabay gold series whey protein isolate-9027dfe9"", ""ASIN"": ""B08S7VWL5C"", ""Item Weight\n                                            ‏"": ""‎ 1 kg"", ""Date First Available\n                                            ‏"": ""‎ 25 October 2021"", ""ASIN\n                                            ‏"": ""‎ B08S7VWL5C""}",https://www.amazon.in/Nutrabay-Protein-Strawberry-Milkshake-Pre-Workout/dp/B08S7VWL5C,2026-06-19T16:39:34.361120
