asin,title,brand,price,mrp,discount_percent,rating,num_ratings,num_reviews,star_5,star_4,star_3,star_2,star_1,availability,sold_by,fulfilled_by,merchant_info,coupon,deal_badge,weight,flavour,servings,protein_per_serving,item_form,age_range,diet_type,allergen_info,country_of_origin,manufacturer,date_first_available,best_seller_rank,category_breadcrumb,delivery_info,qa_count,about_item,main_image_url,all_specs_json,url,scraped_at
B09LQPD9GR,"NAKPRO Beginners Whey Protein Concentrate | 13.27g Protein, 2.94g BCAA, 125Kcal Energy Whey Protein Powder (2 Kg, Banana)",Visit the NAKPRO Store,"₹2,599.00",₹257.00,,3.7 out of 5 stars,(144),,,,,,,Currently unavailable.We don't know when or if this item will be back in stock.,,,,,,2 kg,Banana,,,,Adult,Vegetarian,Gluten Free,,"NAKPRO NUTRITION, NAKPRO Nutrition, Bangalore-560099",10 November 2021,"#149,963 in Health & Personal Care ( See Top 100 in Health & Personal Care ) #1,104 in Whey Proteins",Health & Personal Care > Diet & Nutrition > Sports Supplements > Protein Supplements > Whey Proteins,,,"NAKPRO BEGINNER'S WHEY PROTEIN CONCENTRATE is simply a clean, wholesome protein containing pure protein from whey. It is a fast-absorbing whey protein which allows your body to quickly digest the nutrients & restore energy and doesn’t need enzymes to break down. | NO ADDED JUNK: BEGINNER'S WHEY PROTEIN CONCENTRATE for beginners from NAKPRO doesn’t contain any added sugar or trans-fat BEGINNER'S WHEY PROTEIN CONCENTRATE is the primary source of protein in the product. | DIET FRIENDLY PROTEIN SUPPLEMENT: If you are on a Low Carb Diet or Keto Diet, or if you are following Intermittent fasting then BEGINNER'S WHEY PROTEIN CONCENTRATE is for you. It has very low carbs per serving which makes it ideal for all low carb diets and being flavoured in nature, you can use it with any recipe to make a high protein meal or snack. Highest quality control measures so you feel comfortable and safe consuming the product. | SUPPORTS MUSCLE HEALTH AS WE AGE: As we age, it’s important to consume high quality complete proteins, like BEGINNER'S WHEY PROTEIN CONCENTRATE to help support optimal muscle health. Specially formulated for bodybuilders, weight training athletes, fitness champions and gym enthusiasts, build lean muscles, boost recovery, and reduce muscle loss. | REFRESHING FLAVORS: Fulfil your protein intake with BEGINNER'S WHEY PROTEIN CONCENTRATE for muscle growth and post-workout recovery in scrumptious flavours. Taste with the goodness of protein to conquer fitness goals with ease",https://m.media-amazon.com/images/I/71gX3kFKLvL._SL1500_.jpg,"{""Flavor"": ""Banana"", ""Diet Type"": ""Vegetarian"", ""Protein Source"": ""Whey"", ""Brand"": ""NAKPRO"", ""Package Type Name"": ""Pouch"", ""Age Range Description"": ""Adult"", ""Model Name"": ""av2023-NAKPRO-nakpro beginners whey protein concentrate-a8d567cd"", ""Manufacturer Part Number"": ""8906133022785"", ""Model number"": ""8906133022785"", ""Item Nype Name"": ""Whey Protein"", ""Manufacturer"": ""NAKPRO NUTRITION, NAKPRO Nutrition, Bangalore-560099"", ""Manufacturer Contact Information"": ""NAKPRO Nutrition, Bangalore-560099"", ""Packer Contact Information"": ""NAKPRO Nutrition, Bangalore, India"", ""Best Sellers Rank"": ""#149,963 in Health & Personal Care ( See Top 100 in Health & Personal Care ) #1,104 in Whey Proteins"", ""ASIN"": ""B09LQPD9GR"", ""Customer Reviews"": ""3.7 3.7 out of 5 stars (144)"", ""Item Weight"": ""2 kg"", ""Unit Count"": ""2000.0 Grams"", ""Number of Items"": ""1"", ""Item Dimensions"": ""27 x 18.5 x 20 Centimeters"", ""Recommended Uses For Product"": ""Gym Supplements, Immunity Booster, Muscle Building"", ""Allergen Information"": ""Gluten Free"", ""Product Dimensions"": ""27 x 18.5 x 20 cm; 2 kg"", ""Date First Available"": ""10 November 2021"", ""Item model number"": ""8906133022785"", ""Packer"": ""NAKPRO Nutrition, Bangalore, India"", ""Item Dimensions LxWxH"": ""27 x 18.5 x 20 Centimeters"", ""Net Quantity"": ""2000.0 Grams"", ""Generic Name"": ""Whey Protein"", ""Flavour"": ""Banana"", ""Age Range (Description)"": ""Adult""}",https://www.amazon.in/dp/B09LQPD9GR,2026-06-20T12:59:23.775739
B0CCY1RBXG,"NAKPRO NUTRITION Impact Whey Protein Isolate & Concentrate | 1 kg | 24g Protein | Chocolate | Trustified Certified | Added Digestive Enzymes, Vitamins & Minerals",Visit the NAKPRO Store,"₹1,399.00",₹139.90,-46%,4.1 out of 5 stars,"(1,396)",,,,,,,In stock,NAKPRO Nutrition,Ships from,,,,1 kg,Chocolate,,,,Adult,Vegetarian,,India,"NAKPRO NUTRITION, NAKPRO NUTRITION",27 July 2023,#81 in Health & Personal Care ( See Top 100 in Health & Personal Care ) #2 in Whey Proteins,Health & Personal Care > Diet & Nutrition > Sports Supplements > Protein Supplements > Whey Proteins,"FREE deliveryWednesday, 24 June.DetailsOr fastest deliveryTomorrow, 21 June. Order within6 hrs 15 mins.Details",,"NAKPRO IMPACT WHEY is a blend of Whey Protein Isolate, Whey Protein Concentrate & Milk Solids with Digestive Enzymes, delivering an impressive 24g of protein per serve for fast absorption and quick nutrient delivery to support muscle gains and aid in post-workout recovery. | ABUNDANT BCAA & EAA: Impact Whey Protein boost the highest NATURALLY occurring BCAAs (Branched-Chain Amino Acids) and EAA (Essential Amino Acids), with 4.95 g of BCAAs and 10.35 g of EAAs per serving, ensuring a superior amino acid profile to optimize muscle development. | SUPPORTS MUSCLE HEALTH: As we age, it’s important to consume high quality complete proteins, like Impact Whey Protein help to support optimal muscle health. Specially formulated for bodybuilders, weight training athletes, fitness champions and gym enthusiasts, build lean muscles, boost recovery, and reduce muscle loss. | APPETIZING FLAVOURS: Nakpro Impact Whey is available in delectable flavours like Chocolate, Cookies & Cream, Chocolate Cream, Vanilla & Chocolate-Double Rich. Taste with the goodness of delicious drink to conquer fitness goals with ease.",https://m.media-amazon.com/images/I/71pvrkj3FTL._SL1500_.jpg,"{""Flavor"": ""Chocolate"", ""Diet Type"": ""Vegetarian"", ""Product Benefits"": ""support muscle growth"", ""Protein Source"": ""Whey"", ""Brand"": ""NAKPRO"", ""Package Type Name"": ""Pouch"", ""Age Range Description"": ""Adult"", ""Model Name"": ""Impact Whey Protein"", ""Manufacturer Part Number"": ""ATJA"", ""Model number"": ""ATJA"", ""Item Nype Name"": ""Whey Protein"", ""Manufacturer"": ""NAKPRO NUTRITION, NAKPRO NUTRITION"", ""Country of Origin"": ""India"", ""Manufacturer Contact Information"": ""‎NAKPRO NUTRITION"", ""Importer Contact Information"": ""Nakpro Nutrition, Plot No. 187, Bommasandra Industrial Area, Bangalore - 560099"", ""Packer Contact Information"": ""Nakpro Nutrition, Plot No. 187, Bommasandra Industrial Area, Bangalore - 560099"", ""Best Sellers Rank"": ""#81 in Health & Personal Care ( See Top 100 in Health & Personal Care ) #2 in Whey Proteins"", ""ASIN"": ""B0CCY1RBXG"", ""Customer Reviews"": ""4.1 4.1 out of 5 stars (1,396)"", ""Total Servings Per Container"": ""22"", ""Item Weight"": ""1 kg"", ""Unit Count"": ""1000.0 Grams"", ""Number of Items"": ""1"", ""Item Dimensions"": ""33.5 x 23.5 x 5 Centimeters"", ""Product Dimensions"": ""33.5 x 23.5 x 5 cm; 1 kg"", ""Date First Available"": ""27 July 2023"", ""Item model number"": ""ATJA"", ""Packer"": ""Nakpro Nutrition, Plot No. 187, Bommasandra Industrial Area, Bangalore - 560099"", ""Importer"": ""Nakpro Nutrition, Plot No. 187, Bommasandra Industrial Area, Bangalore - 560099"", ""Item Dimensions LxWxH"": ""33.5 x 23.5 x 5 Centimeters"", ""Net Quantity"": ""1000.0 Grams"", ""Generic Name"": ""Whey Protein"", ""Flavour"": ""Chocolate"", ""Servings per Container"": ""22""}",https://www.amazon.in/dp/B0CCY1RBXG,2026-06-20T12:59:24.577870
B07WZM3714,"NAKPRO PLATINUM 100% Whey Protein Isolate | 28g Protein, 6.36g BCAA | Easy Mixing, Low Carbs, Easy Digesting Whey Protein Supplement Powder for Men, Women & Athletes (1 Kg, Chocolate)",Visit the NAKPRO Store,"₹3,951.00","₹3,999.00",,4.1 out of 5 stars,"(2,514)",,,,,,,,,,,,,1 kg,Chocolate,,28.11 Grams,,Adult,Vegetarian,Dairy,,"NAKPRO Nutrition, Bangalore, India, Nakpro Nutrition",27 August 2019,"#2,344 in Health & Personal Care ( See Top 100 in Health & Personal Care ) #43 in Whey Proteins",Health & Personal Care > Diet & Nutrition > Sports Supplements > Protein Supplements > Whey Proteins,,,"NAKPRO PLATINUM WHEY PROTEIN is 100% Imported Whey Protein Isolate supplement powder and delivers 28g of protein per 29g serving size. Protein makes an essential component of your diet. Gain lean muscles like never before, with NAKPRO nutrition whey protein. Whey Protein Isolate powder contains protein in each serving which triggers the synthesis of new muscle tissues and boosts muscle recovery. | NO ADDED JUNK: Platinum Whey Protein from NAKPRO doesn’t contain any added sugar or trans-fat. Platinum Whey Protein Isolate is the primary source of protein in the product. | REFRESHING FLAVORS: Fulfil your protein intake with NAKPRO Platinum Whey Protein Isolate for muscle growth and post-workout recovery in scrumptious flavors like Banana, Chocolate, Cookies and Cream, Coffee, Cream Chocolate, Mango, Strawberry, Vanilla and Malai Kulfi. Taste with the goodness of protein to conquer fitness goals with ease. | COST-EFFECTIVE: Start your fitness journey with NAKPRO Platinum whey protein powder for beginners without lightening your wallet. It is the perfect health supplement for gym newbies as it cost-effective and worthwhile. | SUPPORTS MUSCLE HEALTH AS WE AGE: As we age, it’s important to consume high quality complete proteins, like Platinum Whey to help support optimal muscle health. Specially formulated for bodybuilders, weight training athletes, fitness champions and gym enthusiasts, build lean muscles, boost recovery, and reduce muscle loss.",https://m.media-amazon.com/images/I/71abYf-xl4L._SL1500_.jpg,"{""Flavor"": ""Chocolate"", ""Diet Type"": ""Vegetarian"", ""Product Benefits"": ""Muscle Growth"", ""Protein Source"": ""Whey"", ""Protein"": ""28.11 Grams"", ""Recommended Uses For Product"": ""Body Building, Gym Supplements, Immunity Booster, Muscle Building"", ""Allergen Information"": ""Dairy"", ""Material Type Free"": ""Sugar Free"", ""Item Weight"": ""1 kg"", ""Unit Count"": ""1000.0 Grams"", ""Number of Items"": ""1"", ""Item Dimensions"": ""28.5 x 22.5 x 6.5 Centimeters"", ""Brand"": ""NAKPRO"", ""Package Type Name"": ""Pouch"", ""Age Range Description"": ""Adult"", ""Model Name"": ""Platinum Whey Protein"", ""Manufacturer Part Number"": ""AABB1"", ""Model number"": ""AABB1"", ""Item Nype Name"": ""Whey Protein"", ""Manufacturer"": ""NAKPRO Nutrition, Bangalore, India, Nakpro Nutrition"", ""Manufacturer Contact Information"": ""NAKPRO Nutrition, Bangalore, India"", ""Importer Contact Information"": ""Nakpro Nutrition, Plot No. 187, Bommasandra Industrial Area, Bangalore - 560099"", ""Included Components"": ""1 N Whey Protein"", ""Packer Contact Information"": ""Nakpro Nutrition, Plot No. 187, 1st Floor, Bommasandra Industrial Area, Attibele Hobli, Anekal Taluk, Bangalore Rural, Bangalore - 560099"", ""Best Sellers Rank"": ""#2,344 in Health & Personal Care ( See Top 100 in Health & Personal Care ) #43 in Whey Proteins"", ""ASIN"": ""B07WZM3714"", ""Customer Reviews"": ""4.1 4.1 out of 5 stars (2,514)"", ""Product Dimensions"": ""28.5 x 22.5 x 6.5 cm; 1 kg"", ""Date First Available"": ""27 August 2019"", ""Item model number"": ""AABB1"", ""Packer"": ""Nakpro Nutrition, Plot No. 187, 1st Floor, Bommasandra Industrial Area, Attibele Hobli, Anekal Taluk, Bangalore Rural, Bangalore - 560099"", ""Importer"": ""Nakpro Nutrition, Plot No. 187, Bommasandra Industrial Area, Bangalore - 560099"", ""Item Dimensions LxWxH"": ""28.5 x 22.5 x 6.5 Centimeters"", ""Net Quantity"": ""1000.0 Grams"", ""Generic Name"": ""Whey Protein"", ""Flavour"": ""Chocolate""}",https://www.amazon.in/dp/B07WZM3714,2026-06-20T12:59:25.528075
B08MTH5G88,"NAKPRO PERFORM Whey Protein Concentrate | 23.1g Protein, 5.7g BCAA | Added Digestive Enzymes | Easy Mixing, Easy Digesting, Fast Absorbing Whey Protein Powder for Men & Women | 1 Kg Coffee Flavour (30 Servings)",Visit the NAKPRO Store,"₹1,904.00",₹190.40,-7%,4.2 out of 5 stars,(360),,,,,,,In stock,NAKPRO Nutrition,Ships from,,,,1 kg,Coffee,,23.1 Grams,,Adult,Vegan,,India,"Nakpro Nutrition, Nakpro Nutrition, Plot No. 187, Bommasandra Industrial Area, Bangalore - 560099",5 November 2020,#351 in Health & Personal Care ( See Top 100 in Health & Personal Care ) #8 in Whey Proteins,Health & Personal Care > Diet & Nutrition > Sports Supplements > Protein Supplements > Whey Proteins,"FREE deliveryWednesday, 24 June.DetailsOr fastest deliveryTomorrow, 21 June. Order within6 hrs 15 mins.Details",,"Each scoop of Whey Performance delivers protein to help meet your daily protein intake goals. Unflavoured variant provides 26g protein, flavoured variants provide 24g protein per serving. Made with a blend of ultra-filtered whey protein concentrate and whey powder for a convenient everyday protein option. | Supports Muscle Maintenance – Protein contributes to the maintenance of muscle mass when consumed along with regular exercise and a balanced diet. Contains Essential Amino Acids – Provides all 9 essential amino acids that the body cannot produce on its own and must obtain through food sources. | Easy to Mix & Convenient to Use – Mix one scoop (37g) with water, milk, or your preferred beverage for a quick protein drink anytime during the day. | Suitable for Active Lifestyles, Ideal for fitness enthusiasts, athletes, gym-goers, or individuals looking to increase daily protein intake. | Multiple Flavours Available – Comes in Unflavoured and delicious flavour options including chocolate, cookies & cream, coffee, and more.",https://m.media-amazon.com/images/I/71sj5w9QqRL._SL1500_.jpg,"{""Flavor"": ""Coffee"", ""Diet Type"": ""Vegan"", ""Product Benefits"": ""Muscle Growth"", ""Protein Source"": ""Whey"", ""Protein"": ""23.1 Grams"", ""Brand"": ""NAKPRO"", ""Package Type Name"": ""Bottle"", ""Age Range Description"": ""Adult"", ""Model Name"": ""Nakpro Perform Whey Protein Supplement Powder 23 G 5 1 Bcaa 4 Glutamine ' Kg 30 Servings"", ""Manufacturer Part Number"": ""AHEA"", ""Model number"": ""AHEA"", ""Item Nype Name"": ""Whey Protein"", ""Manufacturer"": ""Nakpro Nutrition, Nakpro Nutrition, Plot No. 187, Bommasandra Industrial Area, Bangalore - 560099"", ""Country of Origin"": ""India"", ""Manufacturer Contact Information"": ""Nakpro Nutrition, Plot No. 187, Bommasandra Industrial Area, Bangalore - 560099"", ""Importer Contact Information"": ""Nakpro Nutrition, Plot No. 187, Bommasandra Industrial Area, Bangalore - 560099"", ""Included Components"": ""Scoop Included"", ""Packer Contact Information"": ""Nakpro Nutrition, Plot No. 187, Bommasandra Industrial Area, Bangalore - 560099"", ""Best Sellers Rank"": ""#351 in Health & Personal Care ( See Top 100 in Health & Personal Care ) #8 in Whey Proteins"", ""ASIN"": ""B08MTH5G88"", ""Customer Reviews"": ""4.2 4.2 out of 5 stars (360)"", ""Total Servings Per Container"": ""27"", ""Item Weight"": ""1 kg"", ""Unit Count"": ""1000.0 Grams"", ""Number of Items"": ""1"", ""Item Dimensions"": ""18 x 15 x 20 Centimeters"", ""Product Dimensions"": ""18 x 15 x 20 cm; 1 kg"", ""Date First Available"": ""5 November 2020"", ""Item model number"": ""AHEA"", ""Packer"": ""Nakpro Nutrition, Plot No. 187, Bommasandra Industrial Area, Bangalore - 560099"", ""Importer"": ""Nakpro Nutrition, Plot No. 187, Bommasandra Industrial Area, Bangalore - 560099"", ""Item Dimensions LxWxH"": ""18 x 15 x 20 Centimeters"", ""Net Quantity"": ""1000.0 Grams"", ""Generic Name"": ""Whey Protein"", ""Flavour"": ""Coffee"", ""Servings per Container"": ""27""}",https://www.amazon.in/dp/B08MTH5G88,2026-06-20T12:59:26.341966
B09YM7P7QT,"NAKPRO NUTRITION Perform Whey Protein Concentrate | 500g Banana flavour | 24g Protein, Trustified Certified",Visit the NAKPRO Store,₹999.00,₹199.80,-20%,3.8 out of 5 stars,(85),,,,,,,In stock,NAKPRO Nutrition,Ships from,,,,500 g,Banana,,,,Adult,Vegetarian,,India,"NAKPRO NUTRITION, NAKPRO Nutrition, Bangalore, India",22 December 2021,#351 in Health & Personal Care ( See Top 100 in Health & Personal Care ) #8 in Whey Proteins,Health & Personal Care > Diet & Nutrition > Sports Supplements > Protein Supplements > Whey Proteins,"FREE deliveryMonday, 22 June.DetailsOr fastest deliveryTomorrow, 21 June. Order within7 hrs 45 mins.Details",,"Each scoop of Whey Performance delivers protein to help meet your daily protein intake goals. Unflavoured variant provides 26g protein, flavoured variants provide 24g protein per serving. Made with a blend of ultra-filtered whey protein concentrate and whey powder for a convenient everyday protein option. | Supports Muscle Maintenance – Protein contributes to the maintenance of muscle mass when consumed along with regular exercise and a balanced diet. Contains Essential Amino Acids – Provides all 9 essential amino acids that the body cannot produce on its own and must obtain through food sources. | Easy to Mix & Convenient to Use – Mix one scoop (37g) with water, milk, or your preferred beverage for a quick protein drink anytime during the day. | Suitable for Active Lifestyles, Ideal for fitness enthusiasts, athletes, gym-goers, or individuals looking to increase daily protein intake. | Multiple Flavours Available – Comes in Unflavoured and delicious flavour options including chocolate, cookies & cream, coffee, and more.",https://m.media-amazon.com/images/I/71RneZNuibL._SL1500_.jpg,"{""Flavor"": ""Banana"", ""Diet Type"": ""Vegetarian"", ""Product Benefits"": ""Energy"", ""Protein Source"": ""Whey"", ""Brand"": ""NAKPRO"", ""Package Type Name"": ""Pouch"", ""Age Range Description"": ""Adult"", ""Model Name"": ""Nakpro Perform Whey Protein Supplement Powder 23 G 5 1 Bcaa 4 Glutamine ' Kg 30 Servings"", ""Manufacturer Part Number"": ""AHJE"", ""Model number"": ""AHJE"", ""Item Nype Name"": ""Whey Protein"", ""Manufacturer"": ""NAKPRO NUTRITION, NAKPRO Nutrition, Bangalore, India"", ""Country of Origin"": ""India"", ""Manufacturer Contact Information"": ""NAKPRO Nutrition, Bangalore, India"", ""Importer Contact Information"": ""Nakpro Nutrition, Plot No. 187, Bommasandra Industrial Area, Bangalore - 560099"", ""Packer Contact Information"": ""NAKPRO Nutrition, Bangalore, India"", ""Best Sellers Rank"": ""#351 in Health & Personal Care ( See Top 100 in Health & Personal Care ) #8 in Whey Proteins"", ""ASIN"": ""B09YM7P7QT"", ""Customer Reviews"": ""3.8 3.8 out of 5 stars (85)"", ""Total Servings Per Container"": ""14"", ""Item Weight"": ""500 g"", ""Unit Count"": ""500.0 Grams"", ""Number of Items"": ""1"", ""Item Dimensions"": ""15 x 18 x 20 Centimeters"", ""Recommended Uses For Product"": ""Body Building, Gym Supplements, Immunity Booster, Muscle Building"", ""Product Dimensions"": ""15 x 18 x 20 cm; 500 g"", ""Date First Available"": ""22 December 2021"", ""Item model number"": ""AHJE"", ""Packer"": ""NAKPRO Nutrition, Bangalore, India"", ""Importer"": ""Nakpro Nutrition, Plot No. 187, Bommasandra Industrial Area, Bangalore - 560099"", ""Item Dimensions LxWxH"": ""15 x 18 x 20 Centimeters"", ""Net Quantity"": ""500.0 Grams"", ""Generic Name"": ""Whey Protein"", ""Flavour"": ""Banana"", ""Servings per Container"": ""14""}",https://www.amazon.in/dp/B09YM7P7QT,2026-06-20T12:59:27.181527
B0793S1K16,NAKPRO NUTRITION Platinum Whey Protein Isolate | 1kg Unflavoured | 31g Protein| Trustified Certified,Visit the NAKPRO Store,"₹3,951.00",₹395.10,,4.0 out of 5 stars,"(3,886)",,,,,,,In stock,NAKPRO Nutrition,Ships from,,,,1 kg,Unflavoured,,29.7 Grams,,Adult,Vegetarian,Milk,India,"NAKPRO NUTRITION, NAKPRO Nutrition, Bangalore, India",17 January 2018,"#3,093 in Health & Personal Care ( See Top 100 in Health & Personal Care ) #58 in Whey Proteins",Health & Personal Care > Diet & Nutrition > Sports Supplements > Protein Supplements > Whey Proteins,"FREE deliveryMonday, 22 June.DetailsOr fastest deliveryToday6 pm - 10 pm. Order within1 hr 15 mins.Details",,"Nakpro Whey Platinum is a whey-based nutritional supplement made with instantized whey protein isolate processed using cross-flow filtration technology. | Each 34g scoop provides 30g of protein, making it a convenient option to help meet daily protein requirements when consumed as part of a balanced diet and healthy lifestyle. | Contains naturally occurring essential amino acids derived from whey protein. These amino acids must be obtained through food sources and are commonly included in protein-rich diets. | The unflavoured variant contains no added flavours or sweeteners, making it ideal for those who prefer a neutral taste. It can be added to shakes, smoothies, oats, coffee, or homemade recipes. | Suitable for fitness enthusiasts, athletes, and individuals with increased protein needs due to regular exercise, sports, or active daily routines. Can be consumed in the morning, before or after workouts, between meals, or anytime during the day depending on individual protein intake goals and routine.",https://m.media-amazon.com/images/I/71mjQBwQ1xL._SL1500_.jpg,"{""Flavor"": ""Unflavoured"", ""Diet Type"": ""Vegetarian"", ""Protein Source"": ""Whey"", ""Protein"": ""29.7 Grams"", ""Brand"": ""NAKPRO"", ""Package Type Name"": ""Pouch"", ""Age Range Description"": ""Adult"", ""Model Name"": ""Whey protein"", ""Manufacturer Part Number"": ""2S1JS"", ""Model number"": ""2S1JS"", ""Item Nype Name"": ""Whey Protein"", ""Manufacturer"": ""NAKPRO NUTRITION, NAKPRO Nutrition, Bangalore, India"", ""Country of Origin"": ""India"", ""Manufacturer Contact Information"": ""NAKPRO Nutrition, Bangalore, India"", ""Importer Contact Information"": ""Nakpro Nutrition, Plot No. 187, Bommasandra Industrial Area, Bangalore - 560099"", ""Packer Contact Information"": ""Nakpro Nutrition, Plot No. 187, 1st Floor, Bommasandra Industrial Area, Attibele Hobli, Anekal Taluk, Bangalore Rural, Bangalore - 560099"", ""Best Sellers Rank"": ""#3,093 in Health & Personal Care ( See Top 100 in Health & Personal Care ) #58 in Whey Proteins"", ""ASIN"": ""B0793S1K16"", ""Customer Reviews"": ""4.0 4.0 out of 5 stars (3,886)"", ""Item Weight"": ""1 kg"", ""Unit Count"": ""1000.0 Grams"", ""Number of Items"": ""1"", ""Item Dimensions"": ""23.5 x 5 x 33.5 Centimeters"", ""Recommended Uses For Product"": ""Body Building, Gym Supplements, Immunity Booster, Muscle Building"", ""Allergen Information"": ""Milk"", ""Material Type Free"": ""Gluten Free"", ""Product Dimensions"": ""23.5 x 5 x 33.5 cm; 1 kg"", ""Date First Available"": ""17 January 2018"", ""Item model number"": ""2S1JS"", ""Packer"": ""Nakpro Nutrition, Plot No. 187, 1st Floor, Bommasandra Industrial Area, Attibele Hobli, Anekal Taluk, Bangalore Rural, Bangalore - 560099"", ""Importer"": ""Nakpro Nutrition, Plot No. 187, Bommasandra Industrial Area, Bangalore - 560099"", ""Item Dimensions LxWxH"": ""23.5 x 5 x 33.5 Centimeters"", ""Net Quantity"": ""1000.0 Grams"", ""Generic Name"": ""Whey Protein"", ""Flavour"": ""Unflavoured""}",https://www.amazon.in/dp/B0793S1K16,2026-06-20T12:59:28.014056
B08MLJ1LFV,"NAKPRO NUTRITION Gold Whey Protein Concentrate & Isolate 1kg Chocolate Cream flavour | 25.5g Protein, Trustified Certified",Visit the NAKPRO Store,"₹2,609.00",₹260.90,-43%,4.2 out of 5 stars,(292),,,,,,,In stock,NAKPRO Nutrition,Delivered by,,,,1 kg,Chocolate Cream,,,,Adult,Gluten Free,Gluten Free,India,"NAKPRO Nutrition, Bangalore, India, Nakpro Nutrition",3 November 2020,#888 in Health & Personal Care ( See Top 100 in Health & Personal Care ) #23 in Whey Proteins,Health & Personal Care > Diet & Nutrition > Sports Supplements > Protein Supplements > Whey Proteins,"FREE deliverySaturday, 27 June.Details",,"Readily dissolves in water or milk, no lumping or residue, customers should mix 1 scoop (33g) in 180-200 ml water for best results | With 5.5g BCAA, 4.2g Glutamine and 3.3g carb per serving, this GOLD Whey Protein Concentrate is available in Chocolate, Vanilla, Strawberry, Coffee, Mango and Cookies Cream | Builds Muscle Mass: Whey Protein Concentrate is rich source of protein which helps to Build Lean muscle, Enhances recovery, Supports Healthy Metabolism and Reduces Muscle loss, | All Natural : No Artificial Colour, No fillers. No Added Sugar and No Banned Substances & Chemicals",https://m.media-amazon.com/images/I/71GQmNgwRhL._SL1500_.jpg,"{""Flavor"": ""Chocolate Cream"", ""Diet Type"": ""Gluten Free"", ""Product Benefits"": ""Fast Recovery"", ""Protein Source"": ""Whey"", ""Brand"": ""NAKPRO"", ""Package Type Name"": ""Pouch"", ""Age Range Description"": ""Adult"", ""Model Name"": ""Whey Protein Concentrate"", ""Manufacturer Part Number"": ""ABIA"", ""Model number"": ""ABIA"", ""Item Nype Name"": ""Whey Protein"", ""Manufacturer"": ""NAKPRO Nutrition, Bangalore, India, Nakpro Nutrition"", ""Country of Origin"": ""India"", ""Manufacturer Contact Information"": ""NAKPRO Nutrition, Bangalore, India"", ""Importer Contact Information"": ""Nakpro Nutrition, Plot No. 187, Bommasandra Industrial Area, Bangalore - 560099"", ""Included Components"": ""Scoop Included"", ""Packer Contact Information"": ""Nakpro Nutrition, Plot No. 187, Bommasandra Industrial Area, Bangalore - 560099"", ""Best Sellers Rank"": ""#888 in Health & Personal Care ( See Top 100 in Health & Personal Care ) #23 in Whey Proteins"", ""ASIN"": ""B08MLJ1LFV"", ""Customer Reviews"": ""4.2 4.2 out of 5 stars (292)"", ""Total Servings Per Container"": ""28"", ""Item Weight"": ""1 kg"", ""Unit Count"": ""1000.0 Grams"", ""Number of Items"": ""1"", ""Item Dimensions"": ""28.5 x 22.5 x 6.5 Centimeters"", ""Recommended Uses For Product"": ""Body Building, Gym Supplements, Immunity Booster, Muscle Building"", ""Allergen Information"": ""Gluten Free"", ""Material Type Free"": ""Sugar Free"", ""Product Dimensions"": ""28.5 x 22.5 x 6.5 cm; 1 kg"", ""Date First Available"": ""3 November 2020"", ""Item model number"": ""ABIA"", ""Packer"": ""Nakpro Nutrition, Plot No. 187, Bommasandra Industrial Area, Bangalore - 560099"", ""Importer"": ""Nakpro Nutrition, Plot No. 187, Bommasandra Industrial Area, Bangalore - 560099"", ""Item Dimensions LxWxH"": ""28.5 x 22.5 x 6.5 Centimeters"", ""Net Quantity"": ""1000.0 Grams"", ""Generic Name"": ""Whey Protein"", ""Flavour"": ""Chocolate Cream"", ""Servings per Container"": ""28""}",https://www.amazon.in/dp/B08MLJ1LFV,2026-06-20T12:59:32.195542
